epoch_s,price,volume,ma_fast,ma_medium,ma_slow,delta_ma_fast,delta_ma_medium,delta_ma_slow,forecast_fast,forecast_medium,forecast_slow
1074870000,115.001,2425,114.96,114.96,115.03,0.022,-0.006,-0.001,-0.072,0.225,0.283
1074870060,114.975,338,114.98,114.95,115.03,0.021,-0.009,-0.002,-0.003,0.302,0.328
1074870120,114.977,365,114.98,114.95,115.03,0.005,-0.003,-0.001,0.059,0.273,0.354
1074870180,114.929,308,114.96,114.95,115.02,-0.021,0.002,-0.003,0.149,0.336,0.354
1074870240,114.972,468,114.96,114.95,115.02,-0.001,0.004,-0,0.245,0.292,0.308
1074870300,115.036,377,114.98,114.96,115.02,0.017,0.009,0.001,0.164,0.237,0.226
1074870360,115.078,620,115.03,114.98,115.02,0.043,0.011,0.001,0.127,0.202,0.154
1074870420,115.217,988,115.11,115.01,115.03,0.071,0.025,0.005,0.009,0.067,0.03
1074870480,115.2,569,115.17,115.03,115.03,0.047,0.026,0.004,0.077,0.105,0.089
1074870540,115.205,323,115.21,115.06,115.04,0.037,0.021,0.005,0.045,0.06,0.1
1074870600,115.226,1463,115.21,115.08,115.05,0.003,0.02,0.005,0.039,0.082,0.052
1074870660,115.277,413,115.24,115.11,115.05,0.022,0.026,0.007,-0.013,0.04,-0.025
1074870720,115.25,414,115.25,115.14,115.06,0.013,0.024,0.005,0.023,0.055,-0.013
1074870780,115.265,3393,115.26,115.17,115.06,0.011,0.029,0.004,0.015,0.024,-0.035
1074870840,115.264,298,115.26,115.2,115.07,-0.004,0.025,0.004,0.02,0.015,-0.044
1074870900,115.273,986,115.27,115.23,115.08,0.007,0.021,0.005,0.032,-0.006,-0.083
1074870960,115.28,502,115.27,115.25,115.08,0.004,0.018,0.005,-0.015,-0.018,-0.132
1074871020,115.284,744,115.28,115.25,115.09,0.006,0.006,0.004,0.024,-0.015,-0.136
1074871080,115.305,2482,115.29,115.26,115.09,0.009,0.009,0.006,0.012,-0.043,-0.184
1074871140,115.265,344,115.28,115.27,115.1,-0.004,0.005,0.005,0.04,0.01,-0.179
1074871200,115.308,710,115.29,115.28,115.11,0.007,0.007,0.007,-0.019,-0.024,-0.214
1074871260,115.317,606,115.3,115.28,115.11,0.003,0.003,0.007,-0.038,-0.014,-0.265
1074871320,115.305,520,115.31,115.29,115.12,0.012,0.005,0.008,-0.038,0.026,-0.376
1074871380,115.289,189,115.3,115.29,115.14,-0.005,0.002,0.011,-0.027,-0.006,-0.361
1074871440,115.279,141,115.29,115.29,115.15,-0.011,0.001,0.01,-0.01,0.001,-0.341
1074871500,115.267,186,115.28,115.29,115.16,-0.011,-0.001,0.01,-0.005,-0.005,-0.337
1074871560,115.262,729,115.27,115.29,115.17,-0.008,-0.002,0.009,0.013,-0.03,-0.345
1074871620,115.269,556,115.27,115.29,115.18,-0.003,-0.001,0.01,0.015,-0.022,-0.339
1074871680,115.262,96,115.26,115.28,115.19,-0.001,-0.004,0.01,0.041,0.027,-0.262
1074871740,115.275,177,115.27,115.28,115.2,0.004,0.001,0.009,0.056,0.03,-0.294
1074871800,115.284,1584,115.27,115.28,115.21,0.004,-0.002,0.008,-0.001,-0.006,-0.355
1074871860,115.303,980,115.29,115.28,115.22,0.012,-0.001,0.009,-0.023,-0.051,-0.429
1074871920,115.331,447,115.31,115.28,115.24,0.016,0.002,0.01,-0.069,-0.094,-0.473
1074871980,115.283,859,115.31,115.28,115.25,-0,-0.001,0.01,-0.051,-0.053,-0.411
1074872040,115.28,130,115.3,115.28,115.26,-0.007,0,0.009,-0.033,-0.06,-0.428
1074872100,115.262,148,115.27,115.28,115.27,-0.02,-0,0.007,0.027,-0.072,-0.38
1074872160,115.232,227,115.26,115.28,115.27,-0.015,-0.003,0.004,0.073,-0.084,-0.299
1074872220,115.247,519,115.25,115.28,115.27,-0.01,-0.002,0.001,0.031,-0.099,-0.257
1074872280,115.289,257,115.26,115.28,115.27,0.008,0.002,0.003,-0.037,-0.168,-0.305
1074872340,115.305,1103,115.28,115.28,115.28,0.021,0.003,0.003,-0.068,-0.219,-0.325
1074872400,115.278,61,115.29,115.28,115.28,0.009,-0.001,0.002,-0.048,-0.184,-0.303
1074872460,115.252,642,115.28,115.28,115.28,-0.011,-0.004,-0.001,-0.032,-0.2,-0.264
1074872520,115.237,401,115.26,115.27,115.28,-0.02,-0.008,-0,-0.047,-0.308,-0.218
1074872580,115.23,1122,115.24,115.26,115.28,-0.014,-0.005,-0.001,-0.082,-0.302,-0.188
1074872640,115.22,172,115.23,115.26,115.28,-0.009,-0.005,-0.001,-0.072,-0.282,-0.184
1074872700,115.19,414,115.21,115.25,115.27,-0.014,-0.006,-0.002,-0.069,-0.26,-0.17
1074872760,115.148,263,115.19,115.24,115.27,-0.024,-0.007,-0.004,-0.062,-0.231,-0.18
1074872820,115.148,935,115.16,115.23,115.26,-0.021,-0.009,-0.004,-0.054,-0.218,-0.241
1074872880,115.121,677,115.14,115.21,115.26,-0.02,-0.015,-0.005,-0.069,-0.121,-0.218
1074872940,115.086,253,115.12,115.19,115.25,-0.018,-0.019,-0.005,-0.157,-0.105,-0.151
1074873000,115.094,207,115.1,115.17,115.24,-0.016,-0.016,-0.006,-0.166,-0.165,-0.143
1074873060,115.052,853,115.08,115.15,115.24,-0.02,-0.017,-0.008,-0.114,-0.178,-0.154
1074873120,114.929,1333,115.03,115.12,115.22,-0.046,-0.027,-0.011,0.001,-0.071,-0.073
1074873180,114.928,1623,114.97,115.09,115.21,-0.048,-0.026,-0.01,-0.011,-0.056,-0.09
1074873240,114.938,2010,114.93,115.06,115.2,-0.033,-0.025,-0.01,-0.008,-0.086,-0.102
1074873300,114.93,1225,114.93,115.04,115.19,0,-0.023,-0.01,0.07,-0.048,-0.045
1074873360,114.917,544,114.93,115.01,115.18,-0.003,-0.02,-0.01,0.064,0.016,-0.056
1074873420,114.93,367,114.93,114.99,115.17,-0.002,-0.019,-0.01,-0.001,0.06,-0.099
1074873480,115.0,835,114.95,114.98,115.16,0.02,-0.011,-0.008,-0.126,-0.016,-0.187
1074873540,114.981,547,114.97,114.97,115.15,0.019,-0.009,-0.009,-0.123,-0.001,0.031
1074873600,114.929,1662,114.97,114.95,115.14,-0,-0.014,-0.01,-0.057,0.046,-0.074
1074873660,114.874,947,114.93,114.94,115.12,-0.037,-0.015,-0.012,-0.022,0.114,0.029
1074873720,114.858,665,114.89,114.93,115.11,-0.036,-0.006,-0.014,0.024,0.161,0.044
1074873780,114.872,1671,114.87,114.92,115.09,-0.017,-0.005,-0.012,0.061,0.17,0.044
1074873840,114.852,3469,114.86,114.91,115.08,-0.006,-0.007,-0.012,0.138,0.184,0.066
1074873900,114.882,1391,114.87,114.91,115.06,0.007,-0.004,-0.011,0.102,0.138,-0.021
1074873960,114.933,914,114.89,114.91,115.06,0.018,0.001,-0.009,0.047,0.035,-0.026
1074874020,114.99,409,114.94,114.92,115.05,0.04,0.005,-0.007,-0.015,-0.083,-0.07
1074874080,114.984,209,114.97,114.92,115.04,0.03,-0.001,-0.009,0.004,-0.081,-0.023
1074874140,114.98,42,114.98,114.92,115.03,0.014,-0,-0.009,0.039,-0.045,0.031
1074874200,114.975,246,114.98,114.92,115.02,-0.004,0.004,-0.009,0.067,-0.024,0.027
1074874260,114.988,431,114.98,114.93,115.01,0.001,0.01,-0.008,0.048,-0.09,0.027
1074874320,115.019,668,114.99,114.95,115,0.011,0.014,-0.006,0.001,-0.163,0.042
1074874380,115.042,58,115.02,114.96,114.99,0.019,0.015,-0.005,-0.074,-0.204,-0.028
1074874440,115.036,113,115.03,114.98,114.99,0.014,0.016,-0.005,-0.129,-0.2,-0.055
1074874500,115.02,132,115.03,115,114.98,0,0.012,-0.005,-0.117,-0.135,-0.034
1074874560,114.968,473,115.01,115,114.98,-0.021,0.003,-0.005,-0.033,-0.107,0.014
1074874620,114.907,358,114.96,114.99,114.97,-0.037,-0.007,-0.007,0.044,-0.076,0.042
1074874680,114.903,573,114.93,114.98,114.96,-0.034,-0.007,-0.006,-0.005,-0.09,0.041
1074874740,114.935,491,114.91,114.98,114.95,-0.01,-0.004,-0.004,-0.079,0.077,-0.002
1074874800,114.951,665,114.93,114.98,114.95,0.013,-0.002,-0.004,-0.113,-0.096,-0.049
1074874860,114.898,695,114.93,114.97,114.94,-0.001,-0.008,-0.004,-0.062,0.005,0.012
1074874920,114.856,281,114.9,114.95,114.94,-0.023,-0.014,-0.002,0.029,0.046,0.038
1074874980,114.838,247,114.86,114.93,114.94,-0.033,-0.018,-0.003,0.023,0.078,0.067
1074875040,114.836,1408,114.84,114.91,114.94,-0.018,-0.017,-0.003,-0.005,0.082,0.094
1074875100,114.885,199,114.85,114.9,114.93,0.008,-0.012,-0.001,-0.072,-0.024,0.082
1074875160,114.861,819,114.86,114.89,114.93,0.007,-0.009,-0.002,0.151,0.046,0.113
1074875220,114.831,553,114.86,114.88,114.93,-0.001,-0.007,-0.003,0.024,0.089,0.135
1074875280,114.813,1223,114.84,114.87,114.92,-0.021,-0.008,-0.005,0.09,0.148,0.179
1074875340,115.012,663,114.89,114.88,114.92,0.044,0.007,0.001,-0.11,-0.001,-0.009
1074875400,114.855,251,114.89,114.87,114.92,0.007,-0.008,-0.002,0.061,0.147,0.095
1074875460,114.903,260,114.92,114.87,114.92,0.026,0,0.001,0.015,0.112,0.011
1074875520,114.902,155,114.89,114.87,114.92,-0.032,0.004,0.001,-0.041,0.159,-0.025
1074875580,114.916,204,114.91,114.88,114.93,0.018,0.007,0.001,-0.009,0.098,-0.075
1074875640,114.918,181,114.91,114.89,114.93,0.004,0.007,0.002,0.002,0.063,-0.049
1074875700,114.861,205,114.9,114.89,114.93,-0.012,-0.002,-0.001,0.1,0.125,0.027
1074875760,114.907,204,114.9,114.89,114.93,-0.003,0.004,-0.001,0.104,0.075,-0.03
1074875820,114.92,6000,114.9,114.9,114.92,0.001,0.008,-0.002,0.082,0.029,-0.015
1074875880,114.961,1660,114.93,114.92,114.92,0.029,0.013,-0.001,0.054,-0.017,-0.078
1074875940,115.011,1253,114.96,114.92,114.92,0.03,-0,0.001,0.05,-0.078,-0.108
1074876000,115.002,670,114.99,114.93,114.93,0.024,0.013,0.001,0.012,-0.1,-0.108
1074876060,115.015,205,115.01,114.94,114.93,0.016,0.01,0.001,-0.034,-0.105,-0.13
1074876120,115.061,385,115.03,114.96,114.93,0.014,0.014,0.001,-0.075,-0.167,-0.181
1074876180,115.014,215,115.03,114.97,114.93,0.003,0.009,-0.001,-0.032,-0.109,-0.176
1074876240,114.981,127,115.02,114.97,114.92,-0.01,0.005,-0.002,-0.032,-0.051,-0.096
1074876300,114.986,66,114.99,114.99,114.92,-0.022,0.011,-0.001,-0.042,-0.019,-0.081
1074876360,114.982,77,114.98,114.99,114.92,-0.009,0.007,0,-0.049,-0.008,-0.071
1074876420,114.949,334,114.97,115,114.93,-0.009,0.003,0.001,-0.047,0.017,-0.031
1074876480,114.944,205,114.96,114.99,114.93,-0.012,-0.001,0.001,-0.034,0.048,-0.027
1074876540,114.933,150,114.94,114.99,114.93,-0.014,-0.007,-0,-0.039,0.07,-0.035
1074876600,114.902,113,114.93,114.98,114.93,-0.014,-0.009,-0.001,0.003,0.048,-0.003
1074876660,114.91,69,114.92,114.97,114.93,-0.01,-0.009,0,0.02,0.004,-0.08
1074876720,114.894,520,114.9,114.95,114.93,-0.011,-0.015,0.001,0.073,-0.017,-0.122
1074876780,114.905,175,114.9,114.94,114.93,0.001,-0.009,0.002,0.069,-0.064,-0.17
1074876840,114.93,481,114.91,114.93,114.93,0.006,-0.004,0.003,0.036,-0.061,-0.197
1074876900,114.967,286,114.93,114.93,114.93,0.021,-0.002,0.002,0.025,-0.079,-0.278
1074876960,114.974,50,114.96,114.93,114.94,0.02,-0.001,0.003,0.029,-0.097,-0.294
1074877020,114.966,285,114.97,114.93,114.94,0.01,0.001,0.004,-0.016,-0.061,-0.304
1074877080,114.992,152,114.98,114.94,114.95,0.007,0.004,0.005,-0.078,-0.109,-0.316
1074877140,115.003,478,114.99,114.94,114.95,0.008,0.006,-0,-0.126,-0.1,-0.306
1074877200,114.95,175,114.98,114.95,114.95,-0.005,0.004,0.003,-0.109,-0.056,-0.232
1074877260,114.914,207,114.96,114.95,114.95,-0.023,0,0,-0.045,-0.029,-0.249
1074877320,114.877,66,114.91,114.95,114.95,-0.037,-0.001,-0.001,0.011,0.003,-0.208
1074877380,114.841,196,114.88,114.94,114.95,-0.032,-0.006,-0.002,0.036,-0.003,-0.2
1074877440,114.869,647,114.86,114.94,114.95,-0.013,-0.005,-0.001,0.036,0.016,-0.265
1074877500,114.888,676,114.87,114.93,114.95,0.003,-0.007,0.001,-0.005,0.017,-0.305
1074877560,114.877,123,114.88,114.92,114.95,0.01,-0.008,-0.001,0.026,0.034,-0.244
1074877620,114.905,430,114.89,114.91,114.95,0.01,-0.005,-0,-0.011,0.013,-0.269
1074877680,114.883,74,114.89,114.9,114.94,-0.001,-0.009,-0.002,0.002,0.034,-0.204
1074877740,114.903,181,114.9,114.89,114.94,0.008,-0.009,-0.003,-0.023,-0.005,-0.246
1074877800,114.894,152,114.89,114.89,114.94,-0.003,-0.005,-0.003,-0.056,0.005,-0.229
1074877860,114.885,93,114.89,114.88,114.93,0.001,-0.003,-0.004,0,-0.055,-0.23
1074877920,114.88,293,114.89,114.88,114.93,-0.007,0,-0.005,0.025,-0.108,-0.208
1074877980,114.838,247,114.87,114.88,114.92,-0.016,-0,-0.005,0.073,-0.103,-0.138
1074878040,114.885,43,114.87,114.88,114.92,0,0.001,-0.003,0.033,-0.152,-0.158
1074878100,114.905,169,114.88,114.89,114.91,0.007,0.001,-0.002,0.012,-0.216,-0.217
1074878160,114.911,71,114.9,114.89,114.91,0.021,0.003,-0.002,-0.013,-0.231,-0.273
1074878220,114.918,95,114.91,114.89,114.91,0.01,0.001,-0.001,-0.019,-0.256,-0.281
1074878280,114.917,404,114.92,114.89,114.91,0.003,0.003,-0.001,-0.087,-0.241,-0.297
1074878340,114.898,65,114.91,114.89,114.91,-0.004,-0,-0.001,-0.126,-0.201,-0.299
1074878400,114.899,644,114.9,114.89,114.91,-0.006,0,-0,-0.164,-0.181,-0.307
1074878460,114.83,516,114.88,114.89,114.91,-0.025,-0.005,-0.002,-0.097,-0.165,-0.235
1074878520,114.772,4194,114.83,114.88,114.9,-0.037,-0.009,-0.004,-0.083,-0.103,-0.229
1074878580,114.735,1450,114.78,114.87,114.9,-0.048,-0.009,-0.005,-0.055,-0.094,-0.224
1074878640,114.733,1170,114.75,114.85,114.89,-0.028,-0.013,-0.006,-0.071,-0.129,-0.216
1074878700,114.689,533,114.72,114.83,114.88,-0.024,-0.019,-0.008,-0.013,-0.106,-0.207
1074878760,114.68,1212,114.7,114.81,114.87,-0.016,-0.02,-0.009,0.017,-0.047,-0.234
1074878820,114.662,1869,114.68,114.78,114.86,-0.021,-0.022,-0.009,0.056,-0.026,-0.148
1074878880,114.676,531,114.67,114.76,114.85,-0.004,-0.021,-0.009,-0.011,0.003,-0.172
1074878940,114.697,143,114.68,114.74,114.84,0.005,-0.018,-0.009,-0.028,-0.04,-0.161
1074879000,114.718,719,114.7,114.72,114.83,0.016,-0.016,-0.007,-0.077,-0.053,-0.19
1074879060,114.665,158,114.69,114.7,114.82,-0.003,-0.014,-0.007,-0.061,-0.01,-0.096
1074879120,114.669,56,114.68,114.69,114.82,-0.008,-0.009,-0.006,-0.086,0.003,-0.079
1074879180,114.641,271,114.66,114.68,114.81,-0.022,-0.008,-0.006,-0.008,0.059,-0.046
1074879240,114.604,479,114.64,114.67,114.8,-0.018,-0.011,-0.008,0.032,0.123,0.001
1074879300,114.583,1707,114.61,114.66,114.79,-0.025,-0.009,-0.009,0.096,0.105,0.016
1074879360,114.633,140,114.61,114.65,114.78,-0.002,-0.004,-0.007,0.024,0.005,-0.068
1074879420,114.636,789,114.62,114.65,114.77,0.009,-0.002,-0.008,0.029,0.001,-0.066
1074879480,114.679,597,114.65,114.65,114.77,0.028,0,-0.006,-0.024,-0.059,-0.121
1074879540,114.657,581,114.66,114.65,114.76,0.007,-0.003,-0.007,0.015,-0.058,-0.08
1074879600,114.665,301,114.67,114.64,114.75,0.008,-0.005,-0.007,0.035,-0.073,-0.09
1074879660,114.655,253,114.66,114.64,114.74,-0.007,-0.001,-0.007,0.072,-0.06,-0.06
1074879720,114.672,49,114.66,114.64,114.74,0.004,0,-0.006,0.016,-0.129,-0.075
1074879780,114.7,229,114.68,114.65,114.73,0.01,0.005,-0.004,-0.062,-0.189,-0.101
1074879840,114.727,169,114.7,114.66,114.73,0.021,0.011,-0.005,-0.09,-0.21,-0.129
1074879900,114.688,153,114.7,114.67,114.72,0.005,0.009,-0.006,-0.068,-0.206,-0.118
1074879960,114.638,70,114.68,114.67,114.71,-0.018,0,-0.008,-0.039,-0.192,-0.055
1074880020,114.637,632,114.65,114.67,114.7,-0.026,0,-0.008,-0.045,-0.123,0.006
1074880080,114.62,103,114.63,114.67,114.69,-0.02,-0.005,-0.009,-0.025,-0.116,-0.017
1074880140,114.599,239,114.62,114.66,114.68,-0.011,-0.005,-0.009,-0.056,-0.063,0.013
1074880200,114.592,62,114.6,114.65,114.67,-0.013,-0.006,-0.009,-0.081,-0.064,0
1074880260,114.595,344,114.6,114.65,114.66,-0.007,-0.005,-0.007,-0.078,-0.026,0.007
1074880320,114.543,250,114.58,114.63,114.66,-0.016,-0.011,-0.007,-0.061,0.047,0.052
1074880380,114.511,771,114.55,114.62,114.65,-0.024,-0.017,-0.007,-0.065,0.084,0.093
1074880440,114.517,325,114.52,114.59,114.64,-0.023,-0.018,-0.006,-0.003,0.088,0.056
1074880500,114.482,1868,114.5,114.57,114.63,-0.018,-0.018,-0.006,0.022,0.117,0.116
1074880560,114.446,1396,114.48,114.55,114.63,-0.019,-0.017,-0.007,0.09,0.119,0.127
1074880620,114.514,183,114.48,114.54,114.62,-0.001,-0.011,-0.004,0.014,0.056,0.017
1074880680,114.504,1484,114.49,114.53,114.62,0.006,-0.01,-0.005,0.065,0.054,0.017
1074880740,114.536,423,114.52,114.52,114.61,0.026,-0.006,-0.005,0.054,0.041,-0.025
1074880800,114.528,713,114.52,114.52,114.6,0.004,-0.006,-0.006,0.067,0.047,0.008
1074880860,114.569,1543,114.54,114.52,114.6,0.019,-0.002,-0.003,0.036,0.026,0.02
1074880920,114.59,384,114.56,114.52,114.6,0.016,0.004,-0.002,0.009,0.007,0.011
1074880980,114.595,503,114.58,114.53,114.6,0.019,0.007,-0.001,-0.03,0.004,0.013
1074881040,114.605,492,114.6,114.54,114.6,0.01,0.008,0,-0.035,-0.007,-0.006
1074881100,114.599,143,114.6,114.55,114.6,0.003,0.01,0,-0.041,-0.029,-0.015
1074881160,114.565,309,114.59,114.56,114.6,-0.009,0.01,-0.002,0.012,0.018,-0.03
1074881220,114.57,286,114.58,114.57,114.59,-0.01,0.005,-0.002,0.005,0.073,-0.072
1074881280,114.558,143,114.56,114.57,114.59,-0.012,0.005,-0.004,0.037,0.045,-0.067
1074881340,114.577,1822,114.57,114.58,114.59,0.003,0.004,-0.002,0.02,0.035,-0.043
1074881400,114.575,369,114.57,114.58,114.58,0.001,0.004,-0.003,0.024,0.017,-0.024
1074881460,114.595,698,114.58,114.58,114.58,0.011,0.002,-0.002,0.003,0.007,-0.063
1074881520,114.597,469,114.59,114.58,114.58,0.006,0.001,-0.002,-0.027,-0.002,-0.027
1074881580,114.599,156,114.6,114.58,114.58,0.007,0,-0.003,-0.016,0.005,0.005
1074881640,114.598,152,114.6,114.58,114.57,0.001,-0.001,-0.004,0.045,-0.025,0.015
1074881700,114.57,153,114.59,114.58,114.57,-0.008,-0.003,-0.003,0.033,0.028,0.02
1074881760,114.583,238,114.58,114.58,114.57,-0.005,0.002,-0.002,0.029,-0.01,0.017
1074881820,114.643,547,114.6,114.59,114.57,0.013,0.006,0,-0.051,-0.112,-0.054
1074881880,114.603,5160,114.61,114.59,114.57,0.01,0.004,-0,-0.001,-0.082,-0.026
1074881940,114.612,118,114.62,114.6,114.57,0.008,0.003,0,-0.017,-0.101,-0.06
1074882000,114.592,644,114.6,114.6,114.57,-0.015,0.001,0,0.012,-0.056,-0.082
1074882060,114.602,32,114.6,114.6,114.57,-0,0.001,0,-0.029,-0.013,-0.099
1074882120,114.595,291,114.6,114.6,114.57,-0.005,-0,0.002,0.003,0.006,-0.127
1074882180,114.604,91,114.6,114.6,114.57,0.003,0,0.003,-0.031,0.004,-0.14
1074882240,114.573,268,114.59,114.6,114.57,-0.008,-0.002,0.002,-0.042,0.026,-0.102
1074882300,114.598,146,114.59,114.6,114.58,0.001,0.002,0.003,-0.077,-0.014,-0.08
1074882360,114.573,237,114.58,114.6,114.58,-0.009,-0.001,0.004,-0.062,-0.038,-0.102
1074882420,114.531,334,114.57,114.59,114.58,-0.012,-0.01,0,0.005,-0.033,-0.058
1074882480,114.521,114,114.54,114.58,114.58,-0.022,-0.007,0,0.068,-0.03,-0.095
1074882540,114.511,180,114.52,114.57,114.58,-0.018,-0.009,-0.001,0.09,0.023,-0.152
1074882600,114.536,154,114.52,114.56,114.58,0.001,-0.005,0,0.072,0.015,-0.226
1074882660,114.589,648,114.55,114.56,114.58,0.02,-0.001,0.001,0.01,-0.057,-0.307
1074882720,114.601,115,114.58,114.56,114.58,0.026,0.001,0,-0.017,-0.031,-0.302
1074882780,114.608,294,114.6,114.56,114.58,0.021,0,0,-0.073,-0.004,-0.312
1074882840,114.599,241,114.6,114.57,114.58,0.003,0.002,-0,-0.101,0.014,-0.294
1074882900,114.584,442,114.6,114.57,114.58,-0.005,-0.001,-0,-0.093,0.006,-0.301
1074882960,114.535,571,114.57,114.56,114.58,-0.021,-0.003,-0.001,-0.001,0.065,-0.257
1074883020,114.498,486,114.54,114.56,114.58,-0.029,-0.003,-0.002,0.053,0.091,-0.289
1074883080,114.491,391,114.51,114.56,114.58,-0.027,-0.003,-0.002,0.041,0.086,-0.263
1074883140,114.534,189,114.51,114.56,114.57,-0,0.002,-0.001,0.036,0.018,-0.313
1074883200,114.551,112,114.53,114.56,114.57,0.015,0.001,-0.001,0.053,-0.041,-0.328
1074883260,114.532,1092,114.54,114.55,114.57,0.012,-0.005,-0.002,0.081,-0.029,-0.28
1074883320,114.57,854,114.55,114.55,114.57,0.01,-0.003,-0.001,0.02,-0.102,-0.295
1074883380,114.604,301,114.57,114.55,114.57,0.015,-0,0,-0.004,-0.14,-0.289
1074883440,114.613,49,114.6,114.55,114.57,0.024,0.001,0,-0.024,-0.142,-0.285
1074883500,114.59,126,114.6,114.55,114.57,0.006,0.001,0.001,-0.013,-0.072,-0.27
1074883560,114.6,111,114.6,114.56,114.57,-0.001,0.006,0,-0.048,-0.129,-0.298
1074883620,114.589,205,114.59,114.57,114.57,-0.007,0.008,-0.002,-0.079,-0.116,-0.28
1074883680,114.577,136,114.59,114.58,114.57,-0.004,0.008,-0.001,-0.074,-0.151,-0.271
1074883740,114.552,147,114.57,114.58,114.57,-0.014,0.002,-0.002,-0.084,-0.193,-0.214
1074883800,114.51,283,114.55,114.57,114.57,-0.023,-0.004,-0.002,-0.046,-0.2,-0.14
1074883860,114.503,408,114.52,114.57,114.56,-0.022,-0.003,-0.003,-0.032,-0.221,-0.137
1074883920,114.468,1366,114.49,114.56,114.56,-0.024,-0.009,-0.004,0.05,-0.169,-0.111
1074883980,114.464,289,114.48,114.55,114.55,-0.013,-0.012,-0.004,0.007,-0.168,-0.125
1074884040,114.471,3211,114.47,114.53,114.55,-0.009,-0.012,-0.003,0.002,-0.166,-0.127
1074884100,114.518,732,114.48,114.53,114.55,0.015,-0.006,-0.002,-0.092,-0.235,-0.175
1074884160,114.471,180,114.49,114.51,114.54,0.002,-0.011,-0.003,-0.112,-0.193,-0.17
1074884220,114.473,136,114.49,114.5,114.54,0.001,-0.01,-0.002,-0.163,-0.264,-0.176
1074884280,114.426,751,114.46,114.49,114.54,-0.027,-0.013,-0.003,-0.144,-0.198,-0.137
1074884340,114.359,1462,114.42,114.47,114.53,-0.033,-0.017,-0.004,-0.06,-0.138,-0.062
1074884400,114.31,664,114.37,114.45,114.53,-0.048,-0.017,-0.007,-0.014,-0.087,-0.009
1074884460,114.282,2761,114.32,114.42,114.52,-0.042,-0.019,-0.009,0.023,-0.03,0.037
1074884520,114.299,2373,114.3,114.41,114.51,-0.017,-0.015,-0.009,-0.016,-0.024,0.015
1074884580,114.296,837,114.29,114.39,114.5,-0.004,-0.015,-0.009,-0.018,0.019,0.033
1074884640,114.305,381,114.3,114.37,114.49,0.007,-0.015,-0.009,-0.096,0.023,0.042
1074884700,114.283,409,114.29,114.35,114.48,-0.005,-0.021,-0.009,-0.055,0.037,0.11
1074884760,114.278,303,114.29,114.33,114.47,-0.005,-0.017,-0.007,-0.057,0.024,0.115
1074884820,114.209,1312,114.26,114.3,114.46,-0.028,-0.023,-0.008,0.014,0.1,0.257
1074884880,114.228,409,114.24,114.28,114.45,-0.016,-0.017,-0.008,0.024,0.078,0.234
1074884940,114.221,717,114.22,114.27,114.44,-0.017,-0.012,-0.009,0.054,0.117,0.255
1074885000,114.223,1740,114.22,114.26,114.43,0.004,-0.008,-0.01,0.092,0.147,0.26
1074885060,114.252,1086,114.23,114.26,114.42,0.007,-0.003,-0.008,0.076,0.114,0.184
1074885120,114.275,339,114.25,114.26,114.41,0.016,-0.002,-0.009,0.045,0.082,0.21
1074885180,114.315,376,114.28,114.26,114.4,0.027,0.002,-0.008,-0.013,0.024,0.142
1074885240,114.328,1476,114.31,114.26,114.39,0.022,0.002,-0.008,-0.019,0.016,0.016
1074885300,114.32,145,114.32,114.26,114.38,0.013,0.003,-0.008,-0.014,0.023,0.115
1074885360,114.302,133,114.32,114.27,114.37,-0.004,0.002,-0.009,0.036,-0.001,0.108
1074885420,114.309,213,114.31,114.28,114.36,-0.006,0.009,-0.008,0.061,-0.012,0.117
1074885480,114.306,237,114.31,114.29,114.35,-0.004,0.007,-0.008,0.06,-0.017,0.142
1074885540,114.338,108,114.32,114.3,114.34,0.01,0.01,-0.006,0.019,-0.041,0.084
1074885600,114.37,698,114.34,114.31,114.34,0.018,0.013,-0.004,-0.031,-0.069,0.024
1074885660,114.366,828,114.36,114.32,114.34,0.017,0.01,-0.004,-0.022,-0.047,-0.012
1074885720,114.357,435,114.36,114.33,114.33,0.006,0.007,-0.003,-0.014,-0.043,-0.068
1074885780,114.339,143,114.35,114.33,114.33,-0.009,0.002,-0.004,-0.038,-0.01,-0.03
1074885840,114.344,170,114.35,114.34,114.32,-0.006,0.001,-0.004,-0.047,0.003,-0.056
1074885900,114.343,504,114.34,114.34,114.32,-0.004,0.002,-0.005,-0.054,0.05,-0.057
1074885960,114.301,176,114.33,114.34,114.31,-0.011,-0,-0.005,-0.004,0.092,-0.042
1074886020,114.297,467,114.31,114.34,114.31,-0.014,-0.001,-0.005,0.004,0.169,0.018
1074886080,114.289,176,114.3,114.33,114.3,-0.016,-0.001,-0.004,0.03,0.173,0.06
1074886140,114.297,134,114.29,114.33,114.3,-0.001,-0.004,-0.002,0.017,0.179,0.041
1074886200,114.301,205,114.3,114.32,114.3,0.001,-0.006,-0,0.028,0.182,0.075
1074886260,114.319,76,114.31,114.32,114.3,0.009,-0.004,0.001,0.028,0.117,0.031
1074886320,114.314,86,114.31,114.31,114.3,0.005,-0.004,0,0.079,0.171,0.032
1074886380,114.329,103,114.32,114.31,114.3,0.008,-0.001,0.001,0.064,0.128,-0.005
1074886440,114.347,147,114.33,114.31,114.3,0.008,0,0.001,0.119,-0.003,-0.009
1074886500,114.393,642,114.36,114.32,114.31,0.023,0.004,0.003,0.069,0.042,-0.104
