epoch_s,price,volume,ma_fast,ma_medium,ma_slow,delta_ma_fast,delta_ma_medium,delta_ma_slow,forecast_fast,forecast_medium,forecast_slow
1076604540,115.979,37,115.97,115.97,116.04,-0.005,-0.003,-0.001,0.015,-0.057,-0.022
1076604600,115.978,294,115.98,115.97,116.04,0.003,-0,-0.002,0.022,-0.041,-0.046
1076604660,115.984,111,115.98,115.97,116.04,0.003,-0.001,-0.001,0.02,-0.042,-0.056
1076604720,115.994,336,115.99,115.98,116.04,0.004,0.004,-0.001,-0.012,-0.03,-0.048
1076604780,116.0,302,115.99,115.98,116.04,0.006,0.007,-0.001,-0.152,-0.054,-0.029
1076604840,116.004,19,116,115.99,116.04,0.006,0.003,-0.001,-0.123,-0.075,-0.065
1076604900,115.982,1160,116,115.99,116.04,-0.003,-0.002,-0.002,-0.097,-0.074,-0.042
1076604960,115.848,1898,115.94,115.97,116.03,-0.044,-0.013,-0.006,0.074,0.014,0.098
1076605020,115.881,1642,115.9,115.96,116.02,-0.035,-0.008,-0.005,0.056,-0.025,0.036
1076605080,115.885,238,115.87,115.95,116.02,-0.028,-0.008,-0.004,0.057,-0.002,0.002
1076605140,115.922,1097,115.9,115.95,116.02,0.021,-0.005,-0.003,0.042,-0.007,-0.039
1076605200,115.937,56,115.91,115.94,116.01,0.016,-0.004,-0.006,0.009,0.031,-0.002
1076605260,115.942,97,115.93,115.94,116,0.016,-0.004,-0.006,-0.013,0.036,-0.031
1076605320,115.964,67,115.95,115.94,115.99,0.012,-0.003,-0.006,-0.056,0.019,-0.072
1076605380,115.946,112,115.95,115.93,115.99,0.003,-0.005,-0.006,-0.084,0.04,-0.065
1076605440,115.929,89,115.95,115.92,115.98,-0.004,-0.006,-0.005,-0.073,0.002,-0.05
1076605500,115.908,188,115.93,115.92,115.97,-0.016,-0.006,-0.005,-0.025,0.026,-0.042
1076605560,115.862,369,115.9,115.92,115.97,-0.024,0.001,-0.007,0.053,0.118,-0.055
1076605620,115.856,689,115.88,115.92,115.96,-0.021,-0.002,-0.009,0.112,0.094,-0.051
1076605680,115.883,161,115.87,115.91,115.95,-0.007,-0,-0.007,0.095,0.098,-0.161
1076605740,115.915,39,115.88,115.91,115.94,0.015,-0.001,-0.003,0.068,0.042,-0.19
1076605800,115.968,277,115.92,115.92,115.94,0.032,0.003,-0,0.018,-0.036,-0.257
1076605860,115.978,117,115.95,115.92,115.94,0.027,0.003,-0.001,-0.047,-0.05,-0.276
1076605920,115.983,26,115.98,115.92,115.95,0.02,0.002,0.001,-0.049,-0.037,-0.279
1076605980,115.986,142,115.98,115.93,115.95,0.005,0.003,0.002,-0.006,-0.015,-0.315
1076606040,115.931,1263,115.97,115.93,115.95,-0.014,0,-0.001,0.019,0.008,-0.214
1076606100,115.934,259,115.95,115.93,115.94,-0.014,0.002,-0.002,0.047,0.006,-0.204
1076606160,115.98,124,115.95,115.94,115.94,-0.002,0.01,-0,-0.023,-0.034,-0.262
1076606220,115.95,1318,115.95,115.95,115.94,0.005,0.008,-0.001,-0.018,-0.033,-0.215
1076606280,115.981,45,115.97,115.96,115.94,0.014,0.008,0,-0.053,-0.094,-0.246
1076606340,115.957,55,115.96,115.96,115.94,-0.007,0.004,-0.001,-0.011,-0.074,-0.233
1076606400,115.932,110,115.96,115.96,115.94,-0.005,-0.003,-0.001,0.039,0.003,-0.2
1076606460,115.928,43,115.94,115.96,115.94,-0.015,-0.004,-0.002,0.011,-0.017,-0.193
1076606520,115.946,19,115.94,115.95,115.94,-0.003,-0.003,-0.001,-0.006,-0.054,-0.198
1076606580,115.971,88,115.95,115.95,115.94,0.011,-0.001,-0.001,-0.025,-0.09,-0.248
1076606640,115.939,259,115.95,115.95,115.93,0.003,0.001,-0.002,-0.022,-0.06,-0.218
1076606700,115.94,128,115.95,115.95,115.93,-0.002,0.001,-0.001,-0.053,-0.074,-0.164
1076606760,115.946,18,115.94,115.95,115.94,-0.007,-0.003,0.003,-0.063,-0.139,-0.178
1076606820,115.917,56,115.93,115.95,115.94,-0.006,-0.003,0.001,0.018,-0.112,-0.163
1076606880,115.887,37,115.92,115.94,115.94,-0.015,-0.008,0,0.024,-0.165,-0.138
1076606940,115.883,70,115.9,115.93,115.94,-0.018,-0.006,-0.001,0.009,-0.158,-0.141
1076607000,115.935,41,115.9,115.93,115.94,0.005,0,-0,-0.054,-0.224,-0.188
1076607060,115.911,77,115.91,115.93,115.93,0.007,-0.001,-0.001,-0.032,-0.209,-0.165
1076607120,115.892,71,115.91,115.92,115.93,0.003,-0.005,-0.002,-0.026,-0.188,-0.149
1076607180,115.881,48,115.89,115.91,115.93,-0.016,-0.008,-0.002,-0.074,-0.21,-0.131
1076607240,115.879,132,115.88,115.91,115.93,-0.009,-0.005,-0.001,-0.074,-0.162,-0.138
1076607300,115.866,279,115.88,115.9,115.93,-0.007,-0.006,-0.001,-0.144,-0.136,-0.166
1076607360,115.807,1038,115.85,115.89,115.93,-0.021,-0.012,-0.002,-0.082,-0.089,-0.139
1076607420,115.805,1208,115.83,115.87,115.92,-0.021,-0.01,-0.001,-0.094,-0.07,-0.165
1076607480,115.722,4117,115.78,115.86,115.92,-0.041,-0.014,-0.005,-0.02,0.013,-0.072
1076607540,115.725,5045,115.75,115.84,115.91,-0.024,-0.014,-0.005,-0.021,-0.001,-0.033
1076607600,115.711,2403,115.72,115.82,115.9,-0.027,-0.019,-0.007,-0.04,0.021,-0.001
1076607660,115.702,1411,115.71,115.8,115.89,-0.006,-0.018,-0.008,0.015,0.033,0.017
1076607720,115.704,2033,115.71,115.78,115.88,-0.006,-0.016,-0.008,0.026,0.044,0.01
1076607780,115.671,2185,115.69,115.76,115.87,-0.012,-0.018,-0.009,0.047,0.052,0.063
1076607840,115.717,507,115.7,115.74,115.87,0.004,-0.014,-0.006,0.018,0.004,0.016
1076607900,115.73,611,115.71,115.73,115.86,0.007,-0.012,-0.006,0.005,0.046,0.002
1076607960,115.718,291,115.72,115.72,115.85,0.014,-0.008,-0.008,0.006,0.05,0.007
1076608020,115.735,435,115.73,115.71,115.84,0.005,-0.006,-0.006,-0.003,0.019,0.009
1076608080,115.735,120,115.73,115.71,115.84,0.001,0.001,-0.007,0,0.014,-0.009
1076608140,115.724,30,115.73,115.71,115.83,0.002,-0,-0.007,0.024,0.018,0.005
1076608200,115.732,48,115.73,115.72,115.82,-0.001,0.002,-0.006,-0.009,0.015,-0.03
1076608260,115.735,196,115.73,115.72,115.82,0,0.003,-0.006,-0.014,0.011,0.012
1076608320,115.748,3274,115.74,115.72,115.81,0.007,0.004,-0.006,0.028,-0.005,0.038
1076608380,115.723,91,115.74,115.73,115.8,-0.003,0.004,-0.007,0.045,0.027,0.076
1076608440,115.721,1833,115.73,115.73,115.79,-0.004,0,-0.006,0.033,0.02,0.08
1076608500,115.776,599,115.74,115.73,115.79,0.008,0.004,-0.005,-0.027,-0.076,0.016
1076608560,115.768,277,115.75,115.74,115.78,0.013,0.004,-0.005,-0.026,-0.1,0.047
1076608620,115.754,217,115.77,115.74,115.78,0.01,0.002,-0.005,-0.007,-0.114,0.065
1076608680,115.749,101,115.76,115.74,115.77,-0.008,0.001,-0.004,-0.003,-0.099,0.018
1076608740,115.742,118,115.75,115.74,115.77,-0.007,0.002,-0.004,0.001,-0.05,0.046
1076608800,115.747,50,115.75,115.75,115.76,-0.002,0.001,-0.005,0.003,-0.037,0.028
1076608860,115.746,115,115.75,115.75,115.76,-0.001,0.001,-0.005,-0.005,-0.027,0.001
1076608920,115.743,251,115.75,115.75,115.75,0,-0,-0.004,-0.043,-0.029,-0.027
1076608980,115.75,62,115.75,115.75,115.75,0.001,0.002,-0.004,-0.082,-0.016,-0.049
1076609040,115.741,303,115.74,115.75,115.74,-0.001,0.002,-0.004,-0.101,-0.008,-0.03
1076609100,115.7,1059,115.73,115.74,115.74,-0.012,-0.007,-0.005,-0.05,0.032,0.008
1076609160,115.668,2983,115.7,115.73,115.73,-0.024,-0.009,-0.004,0.024,0.057,0.054
1076609220,115.64,1867,115.67,115.72,115.73,-0.029,-0.01,-0.005,0.07,0.104,0.09
1076609280,115.65,5628,115.65,115.71,115.72,-0.014,-0.009,-0.002,0.069,0.076,0.058
1076609340,115.692,685,115.66,115.71,115.72,0.007,-0.004,-0.001,0.022,0.037,0.003
1076609400,115.71,1149,115.68,115.7,115.72,0.02,-0.003,-0,0.024,-0.008,-0.032
1076609460,115.719,250,115.71,115.7,115.72,0.02,-0.002,0,0.014,0.028,-0.067
1076609520,115.714,148,115.71,115.7,115.72,0.006,-0.003,0,0.018,0.072,-0.085
1076609580,115.734,184,115.72,115.7,115.73,0.007,-0.001,0.002,-0.009,0.065,-0.119
1076609640,115.733,89,115.73,115.7,115.73,0.004,-0.001,0,0.011,0.068,-0.584
1076609700,115.732,394,115.73,115.7,115.73,0.005,0.003,0,-0.006,0.06,-0.082
1076609760,115.725,852,115.73,115.7,115.73,-0.003,0.005,0,0.004,0.09,-0.058
1076609820,115.744,1184,115.73,115.72,115.73,0.003,0.009,0,-0.042,0.075,-0.062
1076609880,115.726,323,115.73,115.72,115.73,-0.002,0.007,-0,0.021,0.041,-0.026
1076609940,115.729,156,115.73,115.73,115.73,0.001,0.003,0,0.057,0.059,-0.02
1076610000,115.702,290,115.72,115.73,115.73,-0.012,-0.001,-0.001,0.097,0.073,0.065
1076610060,115.747,316,115.73,115.73,115.73,0.006,0.002,0,0.054,0,0.022
1076610120,115.786,197,115.75,115.74,115.73,0.016,0.006,0.001,0.006,-0.07,-0.03
1076610180,115.799,375,115.78,115.74,115.73,0.028,0.006,0.002,0.016,-0.098,-0.065
1076610240,115.801,130,115.8,115.75,115.73,0.016,0.006,0.002,0.018,-0.09,-0.072
1076610300,115.792,333,115.8,115.76,115.73,0.002,0.005,0,-0.025,-0.084,-0.072
1076610360,115.815,166,115.8,115.76,115.73,0.005,0.008,0.001,-0.027,-0.093,-0.056
1076610420,115.819,75,115.81,115.77,115.74,0.005,0.006,0.002,-0.044,-0.089,0.022
1076610480,115.767,1353,115.8,115.78,115.74,-0.007,0.004,0.001,-0.02,-0.059,0.113
1076610540,115.788,1861,115.79,115.78,115.74,-0.008,0.005,0.001,-0.072,-0.093,0.082
1076610600,115.775,82,115.78,115.79,115.74,-0.013,0.006,0.001,-0.074,-0.097,0.102
1076610660,115.747,86,115.77,115.79,115.74,-0.006,0,0,-0.036,-0.095,0.154
1076610720,115.716,78,115.75,115.78,115.74,-0.021,-0.006,-0.001,-0.008,-0.087,0.158
1076610780,115.701,467,115.72,115.77,115.74,-0.021,-0.008,-0.001,0.021,-0.086,0.156
1076610840,115.711,61,115.71,115.76,115.74,-0.01,-0.008,-0.001,0.019,-0.562,0.144
1076610900,115.708,201,115.71,115.75,115.74,-0.002,-0.007,0,0,-0.058,0.141
1076610960,115.722,91,115.71,115.75,115.74,0.006,-0.008,0.002,-0.027,-0.055,0.127
1076611020,115.73,70,115.72,115.74,115.74,0.005,-0.008,0.003,-0.052,-0.048,0.094
1076611080,115.708,950,115.72,115.73,115.74,0,-0.005,0.002,-0.056,-0.008,0.118
1076611140,115.695,270,115.71,115.72,115.74,-0.008,-0.008,0,-0.066,0.014,0.162
1076611200,115.678,66,115.69,115.71,115.74,-0.015,-0.008,-0.001,-0.063,0.089,0.168
1076611260,115.652,385,115.68,115.7,115.74,-0.016,-0.008,-0.002,-0.503,0.117,0.186
1076611320,115.629,656,115.65,115.69,115.74,-0.019,-0.008,-0.002,0.021,0.127,0.222
1076611380,115.615,629,115.63,115.68,115.73,-0.018,-0.007,-0.003,0.052,0.119,0.229
1076611440,115.149,4078,115.46,115.63,115.71,-0.146,-0.049,-0.017,0.533,0.58,0.71
1076611500,115.65,134,115.47,115.62,115.71,0.006,-0.005,-0.002,0.05,0.07,0.214
1076611560,115.667,52,115.49,115.62,115.71,0.015,-0.005,-0.002,0.042,0.092,0.222
1076611620,115.682,255,115.67,115.61,115.71,0.154,-0.004,-0.002,0.085,0.159,0.203
1076611680,115.7,143,115.68,115.61,115.71,0.014,-0.001,-0.001,0.069,0.18,0.138
1076611740,115.709,152,115.7,115.61,115.71,0.012,0.001,-0.001,0.047,0.161,0.081
1076611800,115.767,275,115.73,115.62,115.71,0.024,0.008,0.002,-0.033,0.11,-0.013
1076611860,115.769,80,115.75,115.63,115.71,0.02,0.01,0.001,-0.04,0.132,-0.031
1076611920,115.756,84,115.76,115.65,115.71,0.014,0.011,-0.001,-0.036,0.118,0.002
1076611980,115.734,86,115.75,115.66,115.71,-0.01,0.01,-0.002,0.025,0.123,0.055
1076612040,115.729,332,115.74,115.72,115.7,-0.012,0.05,-0.002,0.112,0.126,0.044
1076612100,115.72,121,115.73,115.72,115.7,-0.01,0.006,-0.002,0.16,0.129,0.048
1076612160,115.759,1389,115.74,115.73,115.7,0.007,0.008,-0.002,0.111,0.09,0.036
1076612220,115.841,1682,115.77,115.75,115.7,0.032,0.014,0.001,0.036,-0.017,-0.071
1076612280,115.88,1755,115.83,115.77,115.7,0.046,0.016,0.003,0.021,-0.054,-0.113
1076612340,115.87,543,115.86,115.78,115.71,0.032,0.014,0.002,0.004,-0.013,-0.102
1076612400,115.877,486,115.88,115.79,115.71,0.01,0.009,0.003,-0.02,-0.031,-0.125
1076612460,115.901,448,115.88,115.81,115.71,0.006,0.011,0.004,-0.046,-0.063,-0.137
1076612520,115.874,619,115.88,115.82,115.72,0.001,0.01,0.005,-0.025,-0.023,-0.128
1076612580,115.857,359,115.88,115.83,115.72,-0.006,0.011,0.004,-0.008,-0.013,-0.103
1076612640,115.855,112,115.86,115.84,115.73,-0.013,0.011,0.004,-0.031,0.004,-0.096
1076612700,115.849,269,115.85,115.86,115.73,-0.007,0.011,0.004,-0.023,0.015,-0.056
1076612760,115.849,10,115.85,115.87,115.74,-0.002,0.008,0.004,0.008,0.04,-0.04
1076612820,115.824,262,115.84,115.86,115.74,-0.009,-0.001,0.003,0.022,0.061,-0.041
1076612880,115.826,238,115.83,115.86,115.75,-0.007,-0.005,0.003,0.012,0.012,-0.04
1076612940,115.857,374,115.84,115.86,115.75,0.002,-0.001,0.005,-0.006,-0.067,-0.075
1076613000,115.846,280,115.84,115.85,115.76,0.006,-0.003,0.005,-0.002,-0.092,-0.086
1076613060,115.838,25,115.85,115.85,115.76,0.003,-0.005,0.005,0.021,-0.1,-0.095
1076613120,115.851,360,115.84,115.85,115.77,-0.002,-0.002,0.006,0.013,-0.093,-0.139
1076613180,115.844,89,115.84,115.84,115.78,-0.001,-0.001,0.007,0.045,-0.055,-0.145
1076613240,115.859,724,115.85,115.84,115.8,0.006,0,0.02,0.026,-0.086,-0.192
1076613300,115.864,2607,115.86,115.85,115.81,0.004,0.001,0.006,-0.026,-0.096,-0.19
1076613360,115.889,2183,115.87,115.85,115.82,0.013,0.003,0.006,-0.099,-0.094,-0.177
1076613420,115.885,736,115.88,115.86,115.82,0.007,0.005,0.006,-0.131,-0.115,-0.184
1076613480,115.838,1163,115.87,115.86,115.83,-0.007,0.001,0.004,-0.1,-0.071,-0.091
1076613540,115.79,269,115.84,115.85,115.83,-0.028,-0.006,0.002,-0.032,-0.022,-0.02
1076613600,115.754,301,115.79,115.84,115.83,-0.038,-0.008,-0,0.035,-0.002,-0.009
1076613660,115.738,484,115.76,115.83,115.83,-0.029,-0.009,-0.001,0.035,0.026,0.039
1076613720,115.758,207,115.75,115.82,115.83,-0.009,-0.008,0,0.01,-0.012,0.031
1076613780,115.789,838,115.76,115.82,115.83,0.01,-0.005,0.002,0.006,-0.035,-0.002
1076613840,115.773,76,115.77,115.81,115.83,0.01,-0.007,0.001,-0.003,-0.014,0.012
1076613900,115.768,391,115.78,115.8,115.83,0.003,-0.008,0.001,-0.001,0.025,-0.03
1076613960,115.795,1433,115.78,115.79,115.83,0.002,-0.008,0.001,-0.027,0.014,-0.052
1076614020,115.77,35,115.78,115.78,115.83,-0.001,-0.01,-0.002,-0.018,0.013,0.003
1076614080,115.767,35,115.78,115.77,115.83,-0,-0.006,-0.003,-0.003,0.019,0.022
1076614140,115.768,235,115.77,115.77,115.83,-0.008,-0.002,-0.003,-0.022,0.014,0.02
1076614200,115.752,116,115.76,115.77,115.82,-0.005,-0,-0.004,0.002,0.008,0.012
1076614260,115.764,187,115.76,115.77,115.82,-0.001,0.002,-0.004,-0.005,-0.021,-0.004
1076614320,115.746,204,115.75,115.77,115.81,-0.006,-0.001,-0.004,0.047,-0.034,-0.073
1076614380,115.754,48,115.75,115.77,115.81,0.001,-0.003,-0.003,0.055,-0.055,-0.062
1076614440,115.759,764,115.75,115.76,115.81,-0.001,-0.001,-0.003,0.024,-0.092,-0.023
1076614500,115.793,88,115.77,115.77,115.8,0.014,0.002,-0.002,-0.007,-0.119,-0.008
1076614560,115.809,214,115.79,115.77,115.8,0.016,0.001,-0.001,-0.027,-0.097,-0.06
1076614620,115.783,762,115.79,115.77,115.8,0.007,0.001,-0.001,-0.023,-0.082,-0.054
1076614680,115.786,69,115.79,115.77,115.8,-0.002,0.002,-0.001,-0.043,-0.039,-0.088
1076614740,115.782,49,115.78,115.77,115.8,-0.008,0.001,-0.002,-0.07,-0.012,-0.08
1076614800,115.76,708,115.78,115.77,115.79,-0.007,0.001,-0.002,-0.061,-0.015,-0.136
1076614860,115.743,1209,115.76,115.77,115.79,-0.012,-0.002,-0.003,-0.076,0.034,-0.13
1076614920,115.712,72,115.74,115.77,115.79,-0.02,-0.003,-0.004,-0.038,0.077,-0.073
1076614980,115.699,987,115.72,115.76,115.78,-0.018,-0.005,-0.004,0.013,0.088,-0.035
1076615040,115.667,263,115.69,115.75,115.78,-0.022,-0.008,-0.006,0.034,0.118,0.021
1076615100,115.674,136,115.68,115.74,115.77,-0.011,-0.01,-0.005,0.073,0.064,0.027
1076615160,115.712,176,115.68,115.73,115.76,0.004,-0.008,-0.005,0.058,0.031,-0.041
1076615220,115.701,219,115.7,115.72,115.76,0.01,-0.007,-0.005,0.044,0.072,0
1076615280,115.747,126,115.72,115.72,115.75,0.021,-0.003,-0.003,0.03,0.042,-0.105
1076615340,115.77,1176,115.74,115.72,115.75,0.017,-0.001,-0.001,0.019,0.018,-0.139
1076615400,115.745,138,115.75,115.72,115.75,0.013,-0.001,-0,0.042,0.019,-0.128
1076615460,115.777,273,115.76,115.72,115.75,0.009,0.003,0.001,0.008,-0.017,-0.169
1076615520,115.789,80,115.77,115.73,115.76,0.005,0.007,0.001,-0.051,-0.116,-0.139
1076615580,115.787,192,115.78,115.74,115.76,0.012,0.008,-0,-0.044,-0.095,-0.145
1076615640,115.785,1155,115.79,115.75,115.76,0.002,0.01,0,-0.012,-0.049,-0.125
1076615700,115.738,677,115.77,115.76,115.75,-0.015,0.006,-0.001,0.051,0.047,-0.056
1076615760,115.743,1196,115.76,115.76,115.75,-0.013,0.003,-0.001,0.045,0.006,-0.091
1076615820,115.773,136,115.75,115.77,115.75,-0.003,0.006,0,-0.009,-0.044,-0.079
1076615880,115.789,329,115.77,115.77,115.75,0.015,0.004,0.001,-0.029,-0.091,-0.065
1076615940,115.788,569,115.78,115.77,115.75,0.013,0.002,0.001,-0.115,-0.086,-0.069
1076616000,115.764,219,115.78,115.77,115.75,-0.003,0.002,0,-0.072,-0.14,-0.033
1076616060,115.76,263,115.77,115.77,115.75,-0.008,-0.001,-0,-0.024,-0.147,-0.003
1076616120,115.673,896,115.73,115.76,115.75,-0.033,-0.01,-0.002,0.112,-0.034,0.087
1076616180,115.692,139,115.71,115.75,115.75,-0.021,-0.008,-0.002,0.057,-0.028,0.055
1076616240,115.736,62,115.7,115.75,115.75,-0.007,-0.004,-0.001,-0.007,-0.048,-0.037
1076616300,115.785,386,115.74,115.75,115.75,0.032,0.004,-0,-0.087,-0.084,-0.016
1076616360,115.749,345,115.76,115.75,115.75,0.016,0.001,-0.002,-0.047,-0.078,0.06
1076616420,115.729,553,115.75,115.75,115.75,-0.002,-0.004,-0.002,-0.105,-0.028,0.076
1076616480,115.698,330,115.73,115.74,115.74,-0.025,-0.008,-0.003,-0.085,-0.056,0.072
1076616540,115.702,88,115.71,115.73,115.74,-0.014,-0.007,-0.002,-0.063,-0.071,0.066
1076616600,115.624,330,115.67,115.71,115.74,-0.03,-0.012,-0.004,0.04,-0.007,0.149
1076616660,115.613,949,115.65,115.7,115.73,-0.025,-0.013,-0.004,0.075,-0.005,0.165
1076616720,115.639,441,115.63,115.7,115.73,-0.018,-0.003,-0.002,0.062,0.011,0.132
1076616780,115.664,38,115.64,115.69,115.73,0.012,-0.002,-0.001,0.007,-0.022,0.104
1076616840,115.688,213,115.66,115.69,115.73,0.022,-0.004,0.001,0.013,-0.028,0.057
1076616900,115.701,60,115.68,115.68,115.73,0.018,-0.007,0.001,-0.059,-0.019,0.036
1076616960,115.671,5196,115.69,115.67,115.73,0.002,-0.007,-0.001,-0.04,-0.019,0.704
1076617020,115.701,211,115.69,115.67,115.73,0.004,-0.002,0,-0.084,-0.007,0.045
1076617080,115.642,267,115.67,115.66,115.72,-0.017,-0.005,-0.003,-0.034,0.082,0.087
1076617140,115.631,178,115.66,115.66,115.72,-0.012,-0.006,-0.004,0.019,0.088,0.074
1076617200,115.617,484,115.63,115.66,115.71,-0.024,-0.001,-0.004,0.025,0.114,0.083
1076617260,115.608,299,115.62,115.66,115.71,-0.01,-0,-0.005,0.052,0.149,0.096
1076617320,115.65,799,115.63,115.66,115.7,0.005,0.001,-0.004,0.032,0.11,0.038
1076617380,115.642,114,115.63,115.66,115.7,0.007,-0.002,-0.004,0.01,0.105,0.07
1076617440,115.66,62,115.65,115.65,115.7,0.015,-0.002,-0.004,0.034,0.039,0.013
1076617500,115.682,305,115.66,115.65,115.69,0.009,-0.002,-0.002,0.042,0.087,0.028
1076617560,115.652,176,115.66,115.65,115.69,0.003,-0.002,-0.003,0.067,0.157,0.03
1076617620,115.694,916,115.68,115.65,115.69,0.01,-0.001,-0.002,0.037,0.111,-0.003
1076617680,115.724,205,115.69,115.66,115.69,0.012,0.007,-0.002,0.033,0.046,-0.035
1076617740,115.719,149,115.71,115.66,115.68,0.019,0.008,-0.002,0.041,0.049,-0.021
1076617800,115.731,1291,115.72,115.68,115.68,0.011,0.01,-0.001,0.016,0.042,-0.036
1076617860,115.757,327,115.74,115.69,115.68,0.01,0.013,-0,-0.058,0.021,-0.04
1076617920,115.76,375,115.75,115.7,115.69,0.012,0.01,0.003,0.009,0.011,-0.003
1076617980,115.747,250,115.75,115.71,115.69,0.005,0.009,0.002,0.062,0.021,-0.041
1076618040,115.699,416,115.74,115.72,115.69,-0.017,0.003,-0.001,0.106,0.046,-0.01
1076618100,115.769,432,115.74,115.73,115.69,0.003,0.008,-0,0.001,-0.032,-0.073
1076618160,115.809,868,115.76,115.74,115.69,0.018,0.014,0.002,-0.041,0.566,-0.114
1076618220,115.805,945,115.79,115.75,115.69,0.031,0.01,0.002,-0.032,-0.059,-0.107
1076618280,115.77,509,115.79,115.76,115.69,0,0.004,0.002,0.008,-0.041,-0.023
1076618340,115.768,145,115.78,115.76,115.69,-0.012,0.004,0.002,0.003,-0.063,-0.046
1076618400,115.773,536,115.77,115.77,115.7,-0.009,0.004,0.004,-0.005,-0.073,-0.104
1076618460,115.778,1559,115.77,115.77,115.71,0.002,0.002,0.005,-0.033,-0.074,-0.087
1076618520,115.771,810,115.77,115.77,115.71,0.001,0.001,0.004,-0.034,-0.083,-0.08
1076618580,115.768,615,115.77,115.77,115.71,-0.001,0.002,0.003,0.607,-0.056,-0.104
1076618640,115.745,236,115.76,115.78,115.71,-0.01,0.004,0.002,0.001,-0.072,-0.099
1076684400,116.158,5535,116.05,115.91,115.91,0.043,0.041,0.009,-0.036,-0.115,-0.429
1076684460,116.17,1921,116.11,115.96,115.92,0.048,0.042,0.009,-0.067,-0.145,-0.475
1076684520,116.154,2763,116.16,116,115.93,0.044,0.035,0.008,-0.084,-0.145,-0.464
1076684580,116.122,837,116.15,116.04,115.94,-0.01,0.029,0.006,-0.027,-0.169,-0.469
1076684640,116.103,3018,116.13,116.06,115.95,-0.019,0.018,0.004,0.029,-0.138,-0.456
1076684700,116.07,1035,116.1,116.07,115.95,-0.024,0.012,0.002,0.02,-0.094,-0.452
1076684760,116.095,1010,116.09,116.09,115.95,-0.008,0.013,0.005,-0.026,-0.091,-0.521
1076684820,116.132,683,116.1,116.1,115.96,0.008,0.011,0.004,-0.089,-0.152,-0.79
1076684880,116.09,295,116.11,116.11,115.96,0.006,0.008,0.003,-0.065,-0.087,-0.747
1076684940,116.069,1247,116.1,116.12,115.97,-0.007,0.006,0.003,-0.06,-0.067,-0.67
1076685000,116.043,1411,116.07,116.1,115.97,-0.026,-0.01,0.003,-0.09,-0.082,-0.64
1076685060,116.025,5803,116.05,116.09,115.97,-0.019,-0.012,0.002,-0.06,-0.122,-0.622
1076685120,116.009,362,116.03,116.08,115.97,-0.017,-0.012,0.003,-0.033,-0.164,-0.6
1076685180,115.953,7525,116,116.06,115.98,-0.026,-0.015,0.001,0.051,-0.169,-0.568
1076685240,115.965,338,115.98,116.05,115.98,-0.017,-0.012,0.002,0.015,-0.324,-0.685
1076685300,115.976,647,115.96,116.04,115.98,-0.009,-0.008,0.002,0.027,-0.198,-0.743
1076685360,116.004,303,115.98,116.03,115.98,0.015,-0.008,0.002,-0.002,-0.36,-0.858
1076685420,115.98,1012,115.99,116.01,115.99,0.004,-0.013,0.002,-0.019,-0.296,-0.857
1076685480,116.003,130,116,116,115.99,0.008,-0.007,0.002,-0.1,-0.312,-0.837
1076685540,116.002,287,116,116,115.99,-0.001,-0.006,0.004,-0.157,-0.304,-0.733
1076685600,115.961,524,115.99,115.99,116,-0.005,-0.007,0.008,-0.177,-0.232,-0.689
1076685660,115.903,1307,115.96,115.98,116.01,-0.029,-0.011,0.006,-0.262,-0.208,-0.688
1076685720,115.845,759,115.9,115.96,116.01,-0.045,-0.014,0.003,-0.067,-0.155,-0.613
1076685780,115.784,1736,115.84,115.94,116.01,-0.051,-0.015,0,-0.14,-0.131,-0.541
1076685840,115.641,1690,115.76,115.91,116,-0.076,-0.028,-0.007,0.043,0.006,-0.38
1076685900,115.778,1310,115.73,115.89,116,-0.019,-0.017,-0.004,-0.087,-0.16,-0.575
1076685960,115.644,1078,115.69,115.85,115.99,-0.04,-0.031,-0.009,0.054,-0.07,-0.497
1076686020,115.684,4801,115.7,115.82,115.98,0.012,-0.026,-0.009,0.045,-0.342,-0.572
1076686080,115.691,2955,115.67,115.79,115.97,-0.025,-0.027,-0.009,0.004,-0.348,-0.62
1076686140,115.698,314,115.69,115.76,115.96,0.016,-0.026,-0.009,-0.008,-0.299,-0.627
1076686200,115.729,412,115.71,115.74,115.94,0.013,-0.02,-0.012,-0.076,-0.326,-0.612
1076686260,115.695,502,115.71,115.72,115.93,0.001,-0.018,-0.014,-0.048,-0.292,-0.594
1076686320,115.69,1045,115.7,115.7,115.91,-0.002,-0.013,-0.013,-0.072,-0.281,-0.594
1076686380,115.653,500,115.68,115.69,115.9,-0.022,-0.011,-0.014,-0.079,-0.268,-0.518
1076686440,115.647,538,115.66,115.69,115.88,-0.014,0.001,-0.013,-0.305,-0.367,-0.46
1076686500,115.618,693,115.64,115.67,115.87,-0.021,-0.014,-0.013,-0.275,-0.385,-0.436
1076686560,115.574,3852,115.61,115.67,115.85,-0.023,-0.006,-0.015,-0.175,-0.428,-0.366
1076686620,115.342,2314,115.51,115.63,115.82,-0.088,-0.03,-0.023,0.061,-0.219,-0.125
1076686680,115.343,1265,115.42,115.6,115.8,-0.079,-0.03,-0.022,0.06,-0.177,-0.134
1076686740,115.399,1009,115.36,115.57,115.78,-0.051,-0.026,-0.019,0.01,-0.13,-0.129
